TSP,SO2,SO4,NO2,date,YY,MM
79.4,0.21666666666666665,1.776,2.6550000000000002,2012-06-01,12,6
56.4375,0.2338709677419353,1.510625,3.5714285714285716,2012-07-01,12,7
30.875,0.11833333333333336,1.0934374999999998,4.8050000000000015,2012-08-01,12,8
18.0,0.4034482758620689,1.141333333333333,3.4,2012-09-01,12,9
35.6875,0.49516129032258055,1.3975000000000002,4.3238095238095235,2012-10-01,12,10
9.066666666666666,0.46666666666666673,1.127,5.48,2012-11-01,12,11
18.1875,1.77741935483871,3.22625,14.076190476190474,2013-12-01,13,12
25.5,3.05483870967742,3.21125,10.861904761904762,2013-01-01,13,1
23.615384615384617,3.025,3.176923076923077,9.333333333333334,2013-02-01,13,2
39.875,3.2967741935483867,1.2893750000000002,8.430000000000001,2013-03-01,13,3
47.0,0.8649999999999999,1.3716666666666666,6.278947368421053,2013-04-01,13,4
98.125,0.6290322580645163,2.195,4.194117647058824,2013-05-01,13,5
92.0,0.33666666666666667,1.3393333333333333,5.3599999999999985,2013-06-01,13,6
46.8125,0.2854838709677418,1.3225,5.8571428571428585,2013-07-01,13,7
33.6875,0.31129032258064504,1.6400000000000003,4.942857142857142,2013-08-01,13,8
44.07142857142857,0.28333333333333327,0.6546428571428572,6.32,2013-09-01,13,9
13.8125,0.46935483870967737,1.6412499999999999,9.604761904761906,2013-10-01,13,10
20.666666666666668,0.47833333333333333,2.066333333333333,7.485000000000001,2013-11-01,13,11
18.1875,1.77741935483871,3.22625,14.076190476190474,2014-12-01,14,12
14.0,0.8434782608695651,2.0453125,9.093333333333334,2014-01-01,14,1
12.846153846153847,1.732142857142857,2.816923076923077,9.88823529411765,2014-02-01,14,2
19.8125,1.5387096774193547,3.5025,7.523529411764706,2014-03-01,14,3
70.53333333333333,1.1066666666666662,2.454,5.275,2014-04-01,14,4
89.875,0.7,2.03875,2.528571428571428,2014-05-01,14,5
63.857142857142854,0.31,2.3713333333333337,5.214999999999999,2014-06-01,14,6
49.25,0.7216666666666666,1.7175000000000002,1.823809523809524,2014-07-01,14,7
53.875,0.23548387096774187,1.548125,0.7071428571428572,2014-08-01,14,8
45.6,0.6416666666666668,2.2239999999999998,2.0599999999999996,2014-09-01,14,9
21.5,0.5064516129032258,1.6506250000000007,3.338095238095238,2014-10-01,14,10
10.733333333333333,0.8566666666666667,1.6093333333333333,10.085,2014-11-01,14,11
18.1875,1.77741935483871,3.22625,14.076190476190474,2015-12-01,15,12
13.875,0.635483870967742,0.9981249999999999,4.540476190476191,2015-01-01,15,1
19.153846153846153,0.6714285714285715,0.5646153846153846,6.150000000000001,2015-02-01,15,2
29.125,0.774193548387097,1.2337500000000001,5.838095238095238,2015-03-01,15,3
88.86666666666666,0.14166666666666655,0.38499999999999995,4.209999999999999,2015-04-01,15,4
121.625,0.05967741935483874,0.23705882352941174,3.6476190476190475,2015-05-01,15,5
78.86666666666666,0.08933333333333333,0.022000000000000002,4.08,2015-06-01,15,6
39.6875,0.09193548387096769,0.13125,2.58,2015-07-01,15,7
29.0,0.10483870967741936,0.11874999999999997,3.3333333333333335,2015-08-01,15,8
54.2,0.3716666666666667,0.4663333333333333,3.285,2015-09-01,15,9
29.0625,0.432258064516129,0.754375,4.5095238095238095,2015-10-01,15,10
35.5,0.41666666666666674,0.5382142857142858,6.800000000000002,2015-11-01,15,11
18.1875,1.77741935483871,3.22625,6.68095238095238,2016-12-01,16,12
18.875,1.3645161290322578,0.8006249999999999,9.00952380952381,2016-01-01,16,1
19.153846153846153,0.8310344827586205,0.5646153846153846,3.4444444444444446,2016-02-01,16,2
45.285714285714285,0.8096774193548388,1.355,7.047619047619047,2016-03-01,16,3
40.93333333333333,0.6566666666666666,0.8056666666666668,4.052631578947368,2016-04-01,16,4
78.82352941176471,0.6006451612903225,1.141764705882353,4.274999999999999,2016-05-01,16,5
49.470588235294116,0.6066666666666669,0.9158823529411766,3.96,2016-06-01,16,6
64.6923076923077,0.27037037037037037,1.2446153846153847,2.583333333333334,2016-07-01,16,7
40.75,0.23548387096774193,0.815,3.0095238095238095,2016-08-01,16,8
26.8,0.23666666666666678,0.718,4.944999999999999,2016-09-01,16,9
13.933333333333334,1.0129032258064516,1.4566666666666663,5.214285714285714,2016-10-01,16,10
19.0,0.6379310344827588,1.547857142857143,5.344999999999999,2016-11-01,16,11
18.1875,1.77741935483871,3.22625,6.68095238095238,2017-12-01,17,12
13.25,0.9129032258064514,1.0437499999999997,8.166666666666666,2017-01-01,17,1
22.46153846153846,0.432142857142857,0.5884615384615384,8.894444444444442,2017-02-01,17,2
30.5,0.3903225806451612,0.613125,5.285714285714285,2017-03-01,17,3
53.2,0.4966666666666667,0.9640000000000001,6.1450000000000005,2017-04-01,17,4
87.39,0.5155172413793102,0.6658823529411766,4.8238095238095235,2017-05-01,17,5
74.07142857142857,0.3749999999999999,0.4014285714285715,4.15,2017-06-01,17,6
64.3125,0.21666666666666673,0.6437499999999999,2.861904761904762,2017-07-01,17,7
35.0,0.3142857142857142,0.7756249999999999,3.142857142857143,2017-08-01,17,8
39.4,0.5233333333333333,1.098,2.8350000000000004,2017-09-01,17,9
13.933333333333334,1.0129032258064516,1.4566666666666663,5.214285714285714,2017-10-01,17,10
19.0,0.6379310344827588,1.547857142857143,5.344999999999999,2017-11-01,17,11
