,YY,MM,DD,ST,PL,MD,DU,TSP,Q_TSP,SO2,Q_SO2,SO4,Q_SO4,HG,Q_HG,PB,Q_PB,CD,Q_CD,NO2,Q_NO2,NO,Q_NO,Примечание,с  аэрозол,Unnamed: 25,Unnamed: 26,Unnamed: 27,y_m
0,83.0,12.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,39.2,0.0,0.31,0.0,,,,,,мг/г,,,,1983-12-06
1,83.0,12.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,53.2,0.0,1.38,0.0,,,,,,,,,,1983-12-07
2,83.0,12.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,13,0.0,,,,,,,,,,,,1983-12-08
3,83.0,12.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,10.5,0.0,0.98,0.0,,,,,,,,,,1983-12-09
4,83.0,12.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,16.4,0.0,0.32,0.0,,,,,,,,,,1983-12-10
5,83.0,12.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,5.55,0.0,0.36,0.0,,,,,,,,,,1983-12-11
6,83.0,12.0,12.0,4.0,1.0,1.0,1.0,,,,,,,,,9.84,0.0,,,,,,,,,,,,1983-12-12
7,83.0,12.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,11,0.0,0.48,0.0,,,,,,,,,,1983-12-13
8,83.0,12.0,14.0,4.0,1.0,1.0,1.0,,,,,,,,,18.4,0.0,0.52,0.0,,,,,,,,,,1983-12-14
9,83.0,12.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,16.1,0.0,0.41,0.0,,,,,,,,,,1983-12-15
10,83.0,12.0,16.0,4.0,1.0,1.0,1.0,,,,,,,,,39.3,0.0,1.18,0.0,,,,,,,,,,1983-12-16
11,83.0,12.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,19.5,0.0,1.06,0.0,,,,,,,,,,1983-12-17
12,83.0,12.0,18.0,4.0,1.0,1.0,1.0,,,,,,,,,73.5,0.0,1.46,0.0,,,,,,,,,,1983-12-18
13,83.0,12.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,50.4,0.0,1.3,0.0,,,,,,,,,,1983-12-19
14,83.0,12.0,20.0,4.0,1.0,1.0,1.0,,,,,,,,,45.1,0.0,0.82,0.0,,,,,,,,,,1983-12-20
15,83.0,12.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,14.4,0.0,0.2,0.0,,,,,,,,,,1983-12-21
16,83.0,12.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,23.4,0.0,2.4,0.0,,,,,,,,,,1983-12-22
17,83.0,12.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,46.5,0.0,1.28,0.0,,,,,,,,,,1983-12-23
18,83.0,12.0,24.0,4.0,1.0,1.0,1.0,,,,,,,,,18.2,0.0,0.29,0.0,,,,,,,,,,1983-12-24
19,83.0,12.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,5.82,0.0,0.2,0.0,,,,,,,,,,1983-12-25
20,83.0,12.0,26.0,4.0,1.0,1.0,1.0,,,,,,,,,14.1,0.0,,,,,,,,,,,,1983-12-26
21,83.0,12.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,11.6,0.0,0.47,0.0,,,,,,,,,,1983-12-27
22,83.0,12.0,28.0,4.0,1.0,1.0,1.0,,,,,,,,,5.83,0.0,0.34,0.0,,,,,,,,,,1983-12-28
23,83.0,12.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,4.43,0.0,,,,,,,,,,,,1983-12-29
24,83.0,12.0,30.0,4.0,1.0,1.0,1.0,,,,,,,,,6.51,0.0,,,,,,,,,,,,1983-12-30
25,83.0,12.0,31.0,4.0,1.0,1.0,1.0,,,,,,,,,2,0.0,,,,,,,,,,,,1983-12-31
26,84.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,3.06,0.0,0.75,0.0,,,,,,,,,,1984-01-01
27,84.0,1.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,3.65,0.0,0.39,0.0,,,,,,,,,,1984-01-02
28,84.0,1.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,13.6,0.0,0.54,0.0,,,,,,,,,,1984-01-03
29,84.0,1.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,25.3,0.0,0.79,0.0,,,,,,,,,,1984-01-04
30,84.0,1.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,23.2,0.0,0.72,0.0,,,,,,,,,,1984-01-05
31,84.0,1.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,6.11,0.0,0.3,0.0,,,,,,,,,,1984-01-06
32,84.0,1.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,20.2,0.0,0.86,0.0,,,,,,,,,,1984-01-07
33,84.0,1.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,15.3,0.0,0.61,0.0,,,,,,,,,,1984-01-08
34,84.0,1.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,20.7,0.0,0.66,0.0,,,,,,,,,,1984-01-09
35,84.0,1.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,28.2,0.0,0.8,0.0,,,,,,,,,,1984-01-10
36,84.0,1.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,14.6,0.0,1,0.0,,,,,,,,,,1984-01-11
37,84.0,1.0,12.0,4.0,1.0,1.0,1.0,,,,,,,,,12.6,0.0,0.58,0.0,,,,,,,,,,1984-01-12
38,84.0,1.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,23,0.0,0.7,0.0,,,,,,,,,,1984-01-13
39,84.0,1.0,14.0,4.0,1.0,1.0,1.0,,,,,,,,,30.7,0.0,0.85,0.0,,,,,,,,,,1984-01-14
40,84.0,1.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,21.5,0.0,0.55,0.0,,,,,,,,,,1984-01-15
41,84.0,1.0,16.0,4.0,1.0,1.0,1.0,,,,,,,,,31.9,0.0,0.88,0.0,,,,,,,,,,1984-01-16
42,84.0,1.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,30.3,0.0,0.79,0.0,,,,,,,,,,1984-01-17
43,84.0,1.0,18.0,4.0,1.0,1.0,1.0,,,,,,,,,14.7,0.0,0.5,0.0,,,,,,,,,,1984-01-18
44,84.0,1.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,28.8,0.0,1.34,0.0,,,,,,,,,,1984-01-19
45,84.0,1.0,20.0,4.0,1.0,1.0,1.0,,,,,,,,,10.7,0.0,0.89,0.0,,,,,,,,,,1984-01-20
46,84.0,1.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,22.1,0.0,0.64,0.0,,,,,,,,,,1984-01-21
47,84.0,1.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,,,0.34,0.0,,,,,,,,,,1984-01-22
48,84.0,1.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,18.6,0.0,0.99,0.0,,,,,,,,,,1984-01-23
49,84.0,1.0,24.0,4.0,1.0,1.0,1.0,,,,,,,,,20,0.0,0.98,0.0,,,,,,,,,,1984-01-24
50,84.0,1.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,14.3,0.0,0.66,0.0,,,,,,,,,,1984-01-25
51,84.0,1.0,26.0,4.0,1.0,1.0,1.0,,,,,,,,,13.3,0.0,0.54,0.0,,,,,,,,,,1984-01-26
52,84.0,1.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,19.9,0.0,0.63,0.0,,,,,,,,,,1984-01-27
53,84.0,1.0,28.0,4.0,1.0,1.0,1.0,,,,,,,,,46.7,0.0,1,0.0,,,,,,,,,,1984-01-28
54,84.0,1.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,37.5,0.0,0.63,0.0,,,,,,,,,,1984-01-29
55,84.0,1.0,30.0,4.0,1.0,1.0,1.0,,,,,,,,,28.6,0.0,0.81,0.0,,,,,,,,,,1984-01-30
56,84.0,1.0,31.0,4.0,1.0,1.0,1.0,,,,,,,,,112,0.0,1.5,0.0,,,,,,,,,,1984-01-31
57,84.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,48.1,0.0,0.96,0.0,,,,,,,,,,1984-02-01
58,84.0,2.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,44.3,0.0,1.12,0.0,,,,,,,,,,1984-02-02
59,84.0,2.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,43,0.0,1.4,0.0,,,,,,,,,,1984-02-03
60,84.0,2.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,52.1,0.0,1.49,0.0,,,,,,,,,,1984-02-04
61,84.0,2.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,18.8,0.0,0.36,0.0,,,,,,,,,,1984-02-05
62,84.0,2.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,24.1,0.0,0.55,0.0,,,,,,,,,,1984-02-06
63,84.0,2.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,34.1,0.0,0.28,0.0,,,,,,,,,,1984-02-07
64,84.0,2.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,46.1,0.0,0.73,0.0,,,,,,,,,,1984-02-08
65,84.0,2.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,40.2,0.0,0.82,0.0,,,,,,,,,,1984-02-09
66,84.0,2.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,30.5,0.0,1.08,0.0,,,,,,,,,,1984-02-10
67,84.0,2.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,34.2,0.0,0.73,0.0,,,,,,,,,,1984-02-11
68,84.0,2.0,12.0,4.0,1.0,1.0,1.0,,,,,,,,,50,0.0,0.98,0.0,,,,,,,,,,1984-02-12
69,84.0,2.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,47.8,0.0,2.34,0.0,,,,,,,,,,1984-02-13
70,84.0,2.0,14.0,4.0,1.0,1.0,1.0,,,,,,,,,42.6,0.0,2.34,0.0,,,,,,,,,,1984-02-14
71,84.0,2.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,40.1,0.0,1.36,0.0,,,,,,,,,,1984-02-15
72,84.0,2.0,16.0,4.0,1.0,1.0,1.0,,,,,,,,,42.7,0.0,2.12,0.0,,,,,,,,,,1984-02-16
73,84.0,2.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,42.8,0.0,1.39,0.0,,,,,,,,,,1984-02-17
74,84.0,2.0,18.0,4.0,1.0,1.0,1.0,,,,,,,,,28.1,0.0,0.63,0.0,,,,,,,,,,1984-02-18
75,84.0,2.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,4.26,0.0,,,,,,,,,,,,1984-02-19
76,84.0,2.0,20.0,4.0,1.0,1.0,1.0,,,,,,,,,33.4,0.0,0.47,0.0,,,,,,,,,,1984-02-20
77,84.0,2.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,19.5,0.0,,,,,,,,,,,,1984-02-21
78,84.0,2.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,32.9,0.0,0.97,0.0,,,,,,,,,,1984-02-22
79,84.0,2.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,46.9,0.0,0.54,0.0,,,,,,,,,,1984-02-23
80,84.0,2.0,24.0,4.0,1.0,1.0,1.0,,,,,,,,,26,0.0,1.22,0.0,,,,,,,,,,1984-02-24
81,84.0,2.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,43.9,0.0,0.45,0.0,,,,,,,,,,1984-02-25
82,84.0,2.0,26.0,4.0,1.0,1.0,1.0,,,,,,,,,36,0.0,0.55,0.0,,,,,,,,,,1984-02-26
83,84.0,2.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,39,0.0,1.03,0.0,,,,,,,,,,1984-02-27
84,84.0,2.0,28.0,4.0,1.0,1.0,1.0,,,,,,,,,44.9,0.0,0.79,0.0,,,,,,,,,,1984-02-28
85,84.0,2.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,54.4,0.0,0.71,0.0,,,,,,,,,,1984-02-29
86,84.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,11.2,0.0,0.86,0.0,,,,,,,,,,1984-03-01
87,84.0,3.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,20.5,0.0,0.2,0.0,,,,,,,,,,1984-03-03
88,84.0,3.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,35.2,0.0,0.41,0.0,,,,,,,,,,1984-03-05
89,84.0,3.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,23.7,0.0,0.24,0.0,,,,,,,,,,1984-03-07
90,84.0,3.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,32,0.0,0.47,0.0,,,,,,,,,,1984-03-09
91,84.0,3.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,60.1,0.0,0.25,0.0,,,,,,,,,,1984-03-11
92,84.0,3.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,20.7,0.0,,,,,,,,,,,,1984-03-13
93,84.0,3.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,30.3,0.0,0.47,0.0,,,,,,,,,,1984-03-15
94,84.0,3.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,11.2,0.0,,,,,,,,,,,,1984-03-17
95,84.0,3.0,18.0,4.0,1.0,1.0,1.0,,,,,,,,,13.8,0.0,,,,,,,,,,,,1984-03-18
96,84.0,3.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,15.8,0.0,0.3,0.0,,,,,,,,,,1984-03-21
97,84.0,3.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,27.5,0.0,0.57,0.0,,,,,,,,,,1984-03-23
98,84.0,3.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,50.5,0.0,0.46,0.0,,,,,,,,,,1984-03-25
99,84.0,3.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,19.6,0.0,0.3,0.0,,,,,,,,,,1984-03-27
100,84.0,3.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,31.4,0.0,0.37,0.0,,,,,,,,,,1984-03-29
101,84.0,3.0,31.0,4.0,1.0,1.0,1.0,,,,,,,,,22.3,0.0,0.21,0.0,,,,,,,,,,1984-03-31
102,84.0,4.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,28.5,0.0,0.42,0.0,,,,,,,,,,1984-04-01
103,84.0,4.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,28.9,0.0,0.38,0.0,,,,,,,,,,1984-04-03
104,84.0,4.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,28.2,0.0,0.44,0.0,,,,,,,,,,1984-04-05
105,84.0,4.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,37.1,0.0,0.62,0.0,,,,,,,,,,1984-04-07
106,84.0,4.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,40.3,0.0,0.68,0.0,,,,,,,,,,1984-04-09
107,84.0,4.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,28.4,0.0,0.45,0.0,,,,,,,,,,1984-04-11
108,84.0,4.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,30,0.0,0.53,0.0,,,,,,,,,,1984-04-13
109,84.0,4.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,25.4,0.0,0.55,0.0,,,,,,,,,,1984-04-15
110,84.0,4.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,30.2,0.0,0.72,0.0,,,,,,,,,,1984-04-17
111,84.0,4.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,42.8,0.0,0.55,0.0,,,,,,,,,,1984-04-19
112,84.0,4.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,19.9,0.0,0.48,0.0,,,,,,,,,,1984-04-21
113,84.0,4.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,22.9,0.0,0.6,0.0,,,,,,,,,,1984-04-23
114,84.0,4.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,44.6,0.0,0.26,0.0,,,,,,,,,,1984-04-25
115,84.0,4.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,39.9,0.0,0.34,0.0,,,,,,,,,,1984-04-27
116,84.0,4.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,24.8,0.0,0.67,0.0,,,,,,,,,,1984-04-29
117,84.0,5.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,20.3,0.0,0.54,0.0,,,,,,,,,,1984-05-01
118,84.0,5.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,22.2,0.0,0.2,0.0,,,,,,,,,,1984-05-03
119,84.0,5.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,17.7,0.0,0.37,0.0,,,,,,,,,,1984-05-05
120,84.0,5.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,22.8,0.0,0.39,0.0,,,,,,,,,,1984-05-07
121,84.0,5.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,18.6,0.0,,,,,,,,,,,,1984-05-09
122,84.0,5.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,63.5,0.0,0.31,0.0,,,,,,,,,,1984-05-11
123,84.0,5.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,9.89,0.0,,,,,,,,,,,,1984-05-13
124,84.0,5.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,9.29,0.0,,,,,,,,,,,,1984-05-15
125,84.0,5.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,24.9,0.0,0.54,0.0,,,,,,,,,,1984-05-17
126,84.0,5.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,19.7,0.0,0.4,0.0,,,,,,,,,,1984-05-19
127,84.0,5.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,24.6,0.0,,,,,,,,,,,,1984-05-21
128,84.0,5.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,29,0.0,0.37,0.0,,,,,,,,,,1984-05-23
129,84.0,5.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,13.7,0.0,,,,,,,,,,,,1984-05-25
130,84.0,5.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,16.8,0.0,,,,,,,,,,,,1984-05-27
131,84.0,5.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,26.3,0.0,0.25,0.0,,,,,,,,,,1984-05-29
132,84.0,5.0,31.0,4.0,1.0,1.0,1.0,,,,,,,,,10.5,0.0,0.21,0.0,,,,,,,,,,1984-05-31
133,84.0,6.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,15,0.0,0.51,0.0,,,,,,,,,,1984-06-01
134,84.0,6.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,8.6,0.0,0.27,0.0,,,,,,,,,,1984-06-03
135,84.0,6.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,12,0.0,0.21,0.0,,,,,,,,,,1984-06-05
136,84.0,6.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,11,0.0,,,,,,,,,,,,1984-06-07
137,84.0,6.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,57,0.0,0.43,0.0,,,,,,,,,,1984-06-09
138,84.0,6.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,6.7,0.0,0.21,0.0,,,,,,,,,,1984-06-13
139,84.0,6.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,29,0.0,0.75,0.0,,,,,,,,,,1984-06-15
140,84.0,6.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,6.7,0.0,0.34,0.0,,,,,,,,,,1984-06-17
141,84.0,6.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,10,0.0,0.39,0.0,,,,,,,,,,1984-06-19
142,84.0,6.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,9,0.0,0.21,0.0,,,,,,,,,,1984-06-21
143,84.0,6.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,10,0.0,0.27,0.0,,,,,,,,,,1984-06-23
144,84.0,6.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,12,0.0,0.34,0.0,,,,,,,,,,1984-06-25
145,84.0,6.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,32,0.0,0.33,0.0,,,,,,,,,,1984-06-27
146,84.0,6.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,83,0.0,0.47,0.0,,,,,,,,,,1984-06-29
147,84.0,7.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,11.8,0.0,0.28,0.0,,,,,,,,,,1984-07-01
148,84.0,7.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,11.4,0.0,0.29,0.0,,,,,,,,,,1984-07-02
149,84.0,7.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,19,0.0,0.39,0.0,,,,,,,,,,1984-07-04
150,84.0,7.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,11.9,0.0,0.41,0.0,,,,,,,,,,1984-07-07
151,84.0,7.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,13.3,0.0,0.36,0.0,,,,,,,,,,1984-07-08
152,84.0,7.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,13.3,0.0,0.35,0.0,,,,,,,,,,1984-07-10
153,84.0,7.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,19.6,0.0,0.54,0.0,,,,,,,,,,1984-07-11
154,84.0,7.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,8.29,0.0,0.28,0.0,,,,,,,,,,1984-07-13
155,84.0,7.0,14.0,4.0,1.0,1.0,1.0,,,,,,,,,14.5,0.0,0.2,0.0,,,,,,,,,,1984-07-14
156,84.0,7.0,16.0,4.0,1.0,1.0,1.0,,,,,,,,,8.78,0.0,,,,,,,,,,,,1984-07-16
157,84.0,7.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,20.3,0.0,,,,,,,,,,,,1984-07-17
158,84.0,7.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,15.8,0.0,,,,,,,,,,,,1984-07-19
159,84.0,7.0,20.0,4.0,1.0,1.0,1.0,,,,,,,,,5.67,0.0,,,,,,,,,,,,1984-07-20
160,84.0,7.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,7.78,0.0,,,,,,,,,,,,1984-07-22
161,84.0,7.0,23.0,4.0,1.0,1.0,1.0,,,,,,,,,14.5,0.0,,,,,,,,,,,,1984-07-23
162,84.0,7.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,9.91,0.0,,,,,,,,,,,,1984-07-25
163,84.0,7.0,26.0,4.0,1.0,1.0,1.0,,,,,,,,,7.12,0.0,,,,,,,,,,,,1984-07-26
164,84.0,7.0,28.0,4.0,1.0,1.0,1.0,,,,,,,,,15,0.0,,,,,,,,,,,,1984-07-28
165,84.0,7.0,29.0,4.0,1.0,1.0,1.0,,,,,,,,,13.9,0.0,0.21,0.0,,,,,,,,,,1984-07-29
166,84.0,7.0,31.0,4.0,1.0,1.0,1.0,,,,,,,,,12.1,0.0,,,,,,,,,,,,1984-07-31
167,84.0,8.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,4.85,0.0,0.42,0.0,,,,,,,,,,1984-08-01
168,84.0,8.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,0.21,0.0,,,,,,,,,,1984-08-02
169,84.0,8.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,11.8,0.0,0.44,0.0,,,,,,,,,,1984-08-03
170,84.0,8.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,13.3,0.0,0.46,0.0,,,,,,,,,,1984-08-06
171,84.0,8.0,7.0,4.0,1.0,1.0,1.0,,,,,,,,,28.8,0.0,0.51,0.0,,,,,,,,,,1984-08-07
172,84.0,8.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,19.2,0.0,0.66,0.0,,,,,,,,,,1984-08-09
173,84.0,8.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,15.4,0.0,0.39,0.0,,,,,,,,,,1984-08-10
174,84.0,8.0,12.0,4.0,1.0,1.0,1.0,,,,,,,,,2.14,0.0,,,,,,,,,,,,1984-08-12
175,84.0,8.0,13.0,4.0,1.0,1.0,1.0,,,,,,,,,5.47,0.0,0.2,0.0,,,,,,,,,,1984-08-13
176,84.0,8.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,7.83,0.0,0.42,0.0,,,,,,,,,,1984-08-15
177,84.0,8.0,16.0,4.0,1.0,1.0,1.0,,,,,,,,,8.29,0.0,0.27,0.0,,,,,,,,,,1984-08-16
178,84.0,8.0,18.0,4.0,1.0,1.0,1.0,,,,,,,,,11.1,0.0,0.41,0.0,,,,,,,,,,1984-08-18
179,84.0,8.0,19.0,4.0,1.0,1.0,1.0,,,,,,,,,9.77,0.0,0.51,0.0,,,,,,,,,,1984-08-19
180,84.0,8.0,21.0,4.0,1.0,1.0,1.0,,,,,,,,,8.8,0.0,0.4,0.0,,,,,,,,,,1984-08-21
181,84.0,8.0,22.0,4.0,1.0,1.0,1.0,,,,,,,,,15.2,0.0,0.47,0.0,,,,,,,,,,1984-08-22
182,84.0,8.0,24.0,4.0,1.0,1.0,1.0,,,,,,,,,10.7,0.0,0.36,0.0,,,,,,,,,,1984-08-24
183,84.0,8.0,25.0,4.0,1.0,1.0,1.0,,,,,,,,,14.9,0.0,0.71,0.0,,,,,,,,,,1984-08-25
184,84.0,8.0,27.0,4.0,1.0,1.0,1.0,,,,,,,,,9.39,0.0,0.48,0.0,,,,,,,,,,1984-08-27
185,84.0,8.0,28.0,4.0,1.0,1.0,1.0,,,,,,,,,15.6,0.0,0.53,0.0,,,,,,,,,,1984-08-28
186,84.0,8.0,30.0,4.0,1.0,1.0,1.0,,,,,,,,,36.6,0.0,0.85,0.0,,,,,,,,,,1984-08-30
187,84.0,8.0,31.0,4.0,1.0,1.0,1.0,,,,,,,,,19.4,0.0,0.58,0.0,,,,,,,,,,1984-08-31
188,84.0,9.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,11.9,0.0,0.34,0.0,,,,,,,,,,1984-09-02
189,84.0,9.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,8,0.0,0.2,0.0,,,,,,,,,,1984-09-03
190,84.0,9.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,41.8,0.0,0.68,0.0,,,,,,,,,,1984-09-05
191,84.0,9.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,24.4,0.0,0.61,0.0,,,,,,,,,,1984-09-06
192,84.0,9.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,6.58,0.0,0.21,0.0,,,,,,,,,,1984-09-08
193,84.0,9.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,14,0.0,0.37,0.0,,,,,,,,,,1984-09-09
194,84.0,9.0,11.0,4.0,1.0,1.0,1.0,,,,,,,,,22.1,0.0,0.55,0.0,,,,,,,,,,1984-09-11
195,84.0,9.0,12.0,4.0,1.0,1.0,1.0,,,,,,,,,15.1,0.0,0.29,0.0,,,,,,,,,,1984-09-12
196,84.0,9.0,14.0,4.0,1.0,1.0,1.0,,,,,,,,,13.9,0.0,0.45,0.0,,,,,,,,,,1984-09-14
197,84.0,9.0,15.0,4.0,1.0,1.0,1.0,,,,,,,,,13.6,0.0,0.29,0.0,,,,,,,,,,1984-09-15
198,84.0,9.0,17.0,4.0,1.0,1.0,1.0,,,,,,,,,11.2,0.0,0.2,0.0,,,,,,,,,,1984-09-17
199,84.0,9.0,18.0,4.0,1.0,1.0,1.0,,,,,,,,,23.8,0.0,0.42,0.0,,,,,,,,,,1984-09-18
200,84.0,9.0,20.0,4.0,1.0,1.0,1.0,,,,,,,,,12.4,0.0,0.25,0.0,,,,,,,,,,1984-09-20
