,YY,MM,DD,ST,PL,MD,DU,TSP,Q_TSP,SO2,Q_SO2,SO4,Q_SO4,HG,Q_HG,PB,Q_PB,CD,Q_CD,NO2,Q_NO2,NO,Q_NO,Примечание,с  аэрозол,Unnamed: 25,Unnamed: 26,Unnamed: 27,y_m
10411,13.0,1.0,19.0,4.0,1.0,1.0,1.0,,,2.5,,,,4,,11,,0.30000000000000004,,,,,,,,,,,2013-01-19
10412,13.0,1.0,20.0,4.0,1.0,1.0,1.0,37.0,,6.5,,7.02,,,,,,,,7.2,,,,,,,,,2013-01-20
10413,13.0,1.0,21.0,4.0,1.0,1.0,1.0,9.0,,4.7,,3.77,,,,,,,,5.2,,,,,,,,,2013-01-21
10414,13.0,1.0,22.0,4.0,1.0,1.0,1.0,,,0.7,,,,1.7000000000000002,,5.4,,0.26,,,,,,,,,,,2013-01-22
10415,13.0,1.0,23.0,4.0,1.0,1.0,1.0,,,0.9,,,,,,,,,,5.6,,,,,,,,,2013-01-23
10416,13.0,1.0,24.0,4.0,1.0,1.0,1.0,10.0,,1.4,,1.62,,,,,,,,4.4,,,,,,,,,2013-01-24
10417,13.0,1.0,25.0,4.0,1.0,1.0,1.0,,,1.3,,,,1.5,,4.3,,0.26,,,,,,,,,,,2013-01-25
10418,13.0,1.0,26.0,4.0,1.0,1.0,1.0,11.0,,0.30000000000000004,,1.03,,,,,,,,10.8,,,,,,,,,2013-01-26
10419,13.0,1.0,27.0,4.0,1.0,1.0,1.0,27.0,,0.4,,3.27,,,,,,,,11.2,,,,,,,,,2013-01-27
10420,13.0,1.0,28.0,4.0,1.0,1.0,1.0,,,3.9,,,,1.4,,9.4,,0.32,,,,,,,,,,,2013-01-28
10421,13.0,1.0,29.0,4.0,1.0,1.0,1.0,,,2.2,,,,,,,,,,7.8,,,,,,,,,2013-01-29
10422,13.0,1.0,30.0,4.0,1.0,1.0,1.0,29.0,,5.1,,5.23,,,,,,,,9.3,,,,,,,,,2013-01-30
10423,13.0,1.0,31.0,4.0,1.0,1.0,1.0,23.0,,13.4,,3.1,,,,,,,,7.5,,,,,,,,,2013-01-31
10424,13.0,2.0,1.0,4.0,1.0,1.0,1.0,,,4.9,,,,1.4,,5.3,,0.30000000000000004,,,,,,,,,,,2013-02-01
10425,13.0,2.0,2.0,4.0,1.0,1.0,1.0,,,1.5,,,,,,,,,,5.5,,,,,,,,,2013-02-02
10426,13.0,2.0,3.0,4.0,1.0,1.0,1.0,15.0,,0.6000000000000001,,2.15,,,,,,,,5.2,,,,,,,,,2013-02-03
10427,13.0,2.0,4.0,4.0,1.0,1.0,1.0,15.0,,2.7,,2.2800000000000002,,,,,,,,,,,,,,,,,2013-02-04
10428,13.0,2.0,5.0,4.0,1.0,1.0,1.0,,,1.2,,,,1.6,,1.5,,0.11,,4.7,,,,,,,,,2013-02-05
10429,13.0,2.0,6.0,4.0,1.0,1.0,1.0,24.0,,3.8,,2.15,,,,,,,,3.3,,,,,,,,,2013-02-06
10430,13.0,2.0,7.0,4.0,1.0,1.0,1.0,,,1.6,,,,1.9,,2.4,,0.23,,,,,,,,,,,2013-02-07
10431,13.0,2.0,8.0,4.0,1.0,1.0,1.0,,,0.1,,,,,,,,,,2.1,,,,,,,,,2013-02-08
10432,13.0,2.0,9.0,4.0,1.0,1.0,1.0,10.0,,0.1,,2.93,,,,,,,,1.9,,,,,,,,,2013-02-09
10433,13.0,2.0,10.0,4.0,1.0,1.0,1.0,,,0.7,,,,3.8,,2.8,,0.079,,,,,,,,,,,2013-02-10
10434,13.0,2.0,11.0,4.0,1.0,1.0,1.0,9.0,,2.5,,2.11,,,,,,,,4.2,,,,,,,,,2013-02-11
10435,13.0,2.0,12.0,4.0,1.0,1.0,1.0,13.0,,1.6,,2.04,,,,,,,,3.3,,,,,,,,,2013-02-12
10436,13.0,2.0,13.0,4.0,1.0,1.0,1.0,,,3.0,,,,1.5,,7.8,,0.23,,,,,,,,,,,2013-02-13
10437,13.0,2.0,14.0,4.0,1.0,1.0,1.0,,,4.8,,,,,,,,,,12.4,,,,,,,,,2013-02-14
10438,13.0,2.0,15.0,4.0,1.0,1.0,1.0,49.0,,2.9,,7.92,,,,,,,,11.5,,,,,,,,,2013-02-15
10439,13.0,2.0,16.0,4.0,1.0,1.0,1.0,,,7.5,,,,1.1,,14.5,,0.59,,,,,,,,,,,2013-02-16
10440,13.0,2.0,17.0,4.0,1.0,1.0,1.0,20.0,,11.0,,3.16,,,,,,,,28.5,,,,,,,,,2013-02-17
10441,13.0,2.0,18.0,4.0,1.0,1.0,1.0,29.0,,5.4,,4.17,,,,,,,,14.9,,,,,,,,,2013-02-18
10442,13.0,2.0,19.0,4.0,1.0,1.0,1.0,,,2.7,,,,1.3,,10.5,,0.4,,,,,,,,,,,2013-02-19
10443,13.0,2.0,20.0,4.0,1.0,1.0,1.0,,,2.5,,,,,,,,,,14.2,,,,,,,,,2013-02-20
10444,13.0,2.0,21.0,4.0,1.0,1.0,1.0,68.0,,3.0,,7.23,,,,,,,,20.3,,,,,,,,,2013-02-21
10445,13.0,2.0,22.0,4.0,1.0,1.0,1.0,,,2.3,,,,0.86,,10.5,,3.1,,,,,,,,,,,2013-02-22
10446,13.0,2.0,23.0,4.0,1.0,1.0,1.0,30.0,,1.2,,2.07,,,,,,,,13.5,,,,,,,,,2013-02-23
10447,13.0,2.0,24.0,4.0,1.0,1.0,1.0,22.0,,1.5,,2.14,,,,,,,,10.7,,,,,,,,,2013-02-24
10448,13.0,2.0,25.0,4.0,1.0,1.0,1.0,,,4.8,,,,1.6,,5.8,,0.52,,,,,,,,,,,2013-02-25
10449,13.0,2.0,26.0,4.0,1.0,1.0,1.0,,,6.3,,,,,,,,,,6.8,,,,,,,,,2013-02-26
10450,13.0,2.0,27.0,4.0,1.0,1.0,1.0,3.0,,3.6,,0.95,,,,,,,,5.0,,,,,,,,,2013-02-27
10451,13.0,2.0,28.0,4.0,1.0,1.0,1.0,,,0.9,,,,2.9,,8.503,,0.1,,,,,,,,,,,2013-02-28
10452,13.0,3.0,1.0,4.0,1.0,1.0,1.0,25.0,,0.4,,0.79,,,,,,,,6.8,,,,,,,,,2013-03-01
10453,13.0,3.0,2.0,4.0,1.0,1.0,1.0,,,1.7000000000000002,,,,3.3,,4.3,,0.2,,,,,,,,,,,2013-03-02
10454,13.0,3.0,3.0,4.0,1.0,1.0,1.0,,,6.7,,,,,,,,,,6.0,,,,,,,,,2013-03-03
10455,13.0,3.0,4.0,4.0,1.0,1.0,1.0,50.0,,2.3,,0.76,,,,,,,,12.6,,,,,,,,,2013-03-04
10456,13.0,3.0,5.0,4.0,1.0,1.0,1.0,,,2.1,,,,1.4,,7.7,,0.2,,,,,,,,,,,2013-03-05
10457,13.0,3.0,6.0,4.0,1.0,1.0,1.0,31.0,,5.4,,1.73,,,,,,,,2.4,,,,,,,,,2013-03-06
10458,13.0,3.0,7.0,4.0,1.0,1.0,1.0,46.0,,1.8,,0.67,,,,,,,,1.6,,,,,,,,,2013-03-07
10459,13.0,3.0,8.0,4.0,1.0,1.0,1.0,,,0.8,,,,1.6,,3.9,,0.1,,,,,,,,,,,2013-03-08
10460,13.0,3.0,9.0,4.0,1.0,1.0,1.0,,,3.1,,,,,,,,,,7.4,,,,,,,,,2013-03-09
10461,13.0,3.0,10.0,4.0,1.0,1.0,1.0,45.0,,5.4,,1.73,,,,,,,,23.6,,,,,,,,,2013-03-10
10462,13.0,3.0,11.0,4.0,1.0,1.0,1.0,,,6.6,,,,2.5,,12,,0.26,,,,,,,,,,,2013-03-11
10463,13.0,3.0,12.0,4.0,1.0,1.0,1.0,35.0,,5.0,,1.24,,,,,,,,7.9,,,,,,,,,2013-03-12
10464,13.0,3.0,13.0,4.0,1.0,1.0,1.0,26.0,,1.8,,1.27,,,,,,,,7.0,,,,,,,,,2013-03-13
10465,13.0,3.0,14.0,4.0,1.0,1.0,1.0,,,3.9,,,,1.9,,7.1,,0.15,,,,,,,,,,,2013-03-14
10466,13.0,3.0,15.0,4.0,1.0,1.0,1.0,,,2.7,,,,,,,,,,5.7,,,,,,,,,2013-03-15
10467,13.0,3.0,16.0,4.0,1.0,1.0,1.0,25.0,,1.8,,1.31,,,,,,,,5.6,,,,,,,,,2013-03-16
10468,13.0,3.0,17.0,4.0,1.0,1.0,1.0,,,1.4,,,,2.4,,4.1,,0.06,,,,,,,,,,,2013-03-17
10469,13.0,3.0,18.0,4.0,1.0,1.0,1.0,41.0,,3.2,,2.81,,,,,,,,,,,,,,,,,2013-03-18
10470,13.0,3.0,19.0,4.0,1.0,1.0,1.0,41.0,,3.2,,0.52,,,,,,,,13.0,,,,,,,,,2013-03-19
10471,13.0,3.0,20.0,4.0,1.0,1.0,1.0,,,13.3,,,,4.9,,6.4,,0.61,,,,,,,,,,,2013-03-20
10472,13.0,3.0,21.0,4.0,1.0,1.0,1.0,,,3.3,,,,,,,,,,10.2,,,,,,,,,2013-03-21
10473,13.0,3.0,22.0,4.0,1.0,1.0,1.0,43.0,,5.8,,0.77,,,,,,,,7.7,,,,,,,,,2013-03-22
10474,13.0,3.0,23.0,4.0,1.0,1.0,1.0,,,2.3,,,,2.4,,5.5,,0.08,,,,,,,,,,,2013-03-23
10475,13.0,3.0,24.0,4.0,1.0,1.0,1.0,48.0,,2.8,,0.30000000000000004,,,,,,,,1.9,,,,,,,,,2013-03-24
10476,13.0,3.0,25.0,4.0,1.0,1.0,1.0,53.0,,4.7,,1.1400000000000001,,,,,,,,7.5,,,,,,,,,2013-03-25
10477,13.0,3.0,26.0,4.0,1.0,1.0,1.0,,,1.8,,,,0.89,,9.2,,0.12,,,,,,,,,,,2013-03-26
10478,13.0,3.0,27.0,4.0,1.0,1.0,1.0,,,1.8,,,,,,,,,,13.9,,,,,,,,,2013-03-27
10479,13.0,3.0,28.0,4.0,1.0,1.0,1.0,28.0,,2.1,,1.45,,,,,,,,17.5,,,,,,,,,2013-03-28
10480,13.0,3.0,29.0,4.0,1.0,1.0,1.0,,,0.7,,,,2,,3.5,,0.08,,,,,,,,,,,2013-03-29
10481,13.0,3.0,30.0,4.0,1.0,1.0,1.0,44.0,,3.6,,1.81,,,,,,,,4.8,,,,,,,,,2013-03-30
10482,13.0,3.0,31.0,4.0,1.0,1.0,1.0,57.0,,0.7,,2.33,,,,,,,,5.5,,,,,,,,,2013-03-31
10483,13.0,4.0,1.0,4.0,1.0,1.0,1.0,,,0.5,,,,2.8,,4.5,,0.2,,,,,,,,,,,2013-04-01
10484,13.0,4.0,2.0,4.0,1.0,1.0,1.0,,,0.2,,,,,,,,,,6.6,,,,,,,,,2013-04-02
10485,13.0,4.0,3.0,4.0,1.0,1.0,1.0,58.0,,1.5,,1.46,,,,,,,,8.3,,,,,,,,,2013-04-03
10486,13.0,4.0,4.0,4.0,1.0,1.0,1.0,,,1.5,,,,2.2,,3,,0.07,,,,,,,,,,,2013-04-04
10487,13.0,4.0,5.0,4.0,1.0,1.0,1.0,61.0,,0.9,,4.27,,,,,,,,4.7,,,,,,,,,2013-04-05
10488,13.0,4.0,6.0,4.0,1.0,1.0,1.0,55.0,,2.4,,1.36,,,,,,,,6.4,,,,,,,,,2013-04-06
10489,13.0,4.0,7.0,4.0,1.0,1.0,1.0,,,0.6000000000000001,,,,2.2,,3.7,,0.36,,,,,,,,,,,2013-04-07
10490,13.0,4.0,8.0,4.0,1.0,1.0,1.0,,,0.2,,,,,,,,,,5.6,,,,,,,,,2013-04-08
10491,13.0,4.0,9.0,4.0,1.0,1.0,1.0,40.0,,0.9,,0.67,,,,,,,,6.2,,,,,,,,,2013-04-09
10492,13.0,4.0,10.0,4.0,1.0,1.0,1.0,,,0.9,,,,1.8,,6.9,,0.06,,,,,,,,,,,2013-04-10
10493,13.0,4.0,11.0,4.0,1.0,1.0,1.0,27.0,,2.5,,0.52,,,,,,,,4.0,,,,,,,,,2013-04-11
10494,13.0,4.0,12.0,4.0,1.0,1.0,1.0,40.0,,0.6000000000000001,,0.99,,,,,,,,4.4,,,,,,,,,2013-04-12
10495,13.0,4.0,13.0,4.0,1.0,1.0,1.0,,,0.6000000000000001,,,,1,,1.6,,0.07,,,,,,,,,,,2013-04-13
10496,13.0,4.0,14.0,4.0,1.0,1.0,1.0,,,1.3,,,,,,,,,,4.0,,,,,,,,,2013-04-14
10497,13.0,4.0,15.0,4.0,1.0,1.0,1.0,58.0,,1.2,,1.12,,,,,,,,6.0,,,,,,,,,2013-04-15
10498,13.0,4.0,16.0,4.0,1.0,1.0,1.0,,,0.9,,,,5.6,,4.4,,0.22,,,,,,,,,,,2013-04-16
10499,13.0,4.0,17.0,4.0,1.0,1.0,1.0,49.0,,0.9,,3.87,,,,,,,,8.7,,,,,,,,,2013-04-17
10500,13.0,4.0,18.0,4.0,1.0,1.0,1.0,68.0,,1.0,,2.36,,,,,,,,6.7,,,,,,,,,2013-04-18
10501,13.0,4.0,19.0,4.0,1.0,1.0,1.0,,,1.2,,,,4.1,,3.3,,0.36,,,,,,,,,,,2013-04-19
10502,13.0,4.0,20.0,4.0,1.0,1.0,1.0,,,0.9,,,,,,,,,,9.3,,,,,,,,,2013-04-20
10503,13.0,4.0,21.0,4.0,1.0,1.0,1.0,31.0,,0.4,,0.53,,,,,,,,8.9,,,,,,,,,2013-04-21
10504,13.0,4.0,22.0,4.0,1.0,1.0,1.0,,,1.4,,,,1.6,,2.9,,0.22,,,,,,,,,,,2013-04-22
10505,13.0,4.0,23.0,4.0,1.0,1.0,1.0,39.0,,0.5,,0.45,,,,,,,,8.8,,,,,,,,,2013-04-23
10506,13.0,4.0,24.0,4.0,1.0,1.0,1.0,40.0,,0.4,,0.78,,,,,,,,5.3,,,,,,,,,2013-04-24
10507,13.0,4.0,25.0,4.0,1.0,1.0,1.0,,,0.05,3.0,,,2.2,,2,,0.14,,,,,,,,,,,2013-04-25
10508,13.0,4.0,26.0,4.0,1.0,1.0,1.0,28.0,,0.5,,0.005,3.0,,,,,,,4.9,,,,,,,,,2013-04-26
10509,13.0,4.0,27.0,4.0,1.0,1.0,1.0,56.0,,0.30000000000000004,,1.17,,,,,,,,5.9,,,,,,,,,2013-04-27
10510,13.0,4.0,28.0,4.0,1.0,1.0,1.0,,,0.8,,,,1.8,,2.7,,0.08,,,,,,,,,,,2013-04-28
10511,13.0,4.0,29.0,4.0,1.0,1.0,1.0,55.0,,0.6000000000000001,,1.02,,,,,,,,,,,,,,,,,2013-04-29
10512,13.0,4.0,30.0,4.0,1.0,1.0,1.0,,,0.30000000000000004,,,,,,,,,,4.6,,,,,,,,,2013-04-30
10513,13.0,5.0,1.0,4.0,1.0,1.0,1.0,,,0.5,,,,3.7,,6.8,,0.21,,,,,,,,,,,2013-05-01
10514,13.0,5.0,2.0,4.0,1.0,1.0,1.0,,,0.4,,,,,,,,,,,,,,,,,,,2013-05-02
10515,13.0,5.0,3.0,4.0,1.0,1.0,1.0,182.0,,0.2,,0.92,,,,,,,,,,,,,,,,,2013-05-03
10516,13.0,5.0,4.0,4.0,1.0,1.0,1.0,,,1.1,,,,2.6,,3.6,,0.07,,,,,,,,,,,2013-05-04
10517,13.0,5.0,5.0,4.0,1.0,1.0,1.0,67.0,,0.1,,1.73,,,,,,,,,,,,,,,,,2013-05-05
10518,13.0,5.0,6.0,4.0,1.0,1.0,1.0,75.0,,0.2,,0.95,,,,,,,,,,,,,,,,,2013-05-06
10519,13.0,5.0,7.0,4.0,1.0,1.0,1.0,,,0.4,,,,7,,6.3,,0.16,,,,,,,,,,,2013-05-07
10520,13.0,5.0,8.0,4.0,1.0,1.0,1.0,,,0.5,,,,,,,,,,9.6,,,,,,,,,2013-05-08
10521,13.0,5.0,9.0,4.0,1.0,1.0,1.0,103.0,,0.6000000000000001,,1.72,,,,,,,,4.3,,,,,,,,,2013-05-09
10522,13.0,5.0,10.0,4.0,1.0,1.0,1.0,,,1.1,,,,14,,9.9,,0.24,,,,,,,,,,,2013-05-10
10523,13.0,5.0,11.0,4.0,1.0,1.0,1.0,124.0,,0.9,,3.81,,,,,,,,4.4,,,,,,,,,2013-05-11
10524,13.0,5.0,12.0,4.0,1.0,1.0,1.0,104.0,,0.6000000000000001,,4.04,,,,,,,,2.4,,,,,,,,,2013-05-12
10525,13.0,5.0,13.0,4.0,1.0,1.0,1.0,,,0.7,,,,11,,15,,0.27,,,,,,,,,,,2013-05-13
10526,13.0,5.0,14.0,4.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,3.3,,,,,,,,,2013-05-14
10527,13.0,5.0,15.0,4.0,1.0,1.0,1.0,96.0,,0.6000000000000001,,1.76,,,,,,,,4.6,,,,,,,,,2013-05-15
10528,13.0,5.0,16.0,4.0,1.0,1.0,1.0,,,0.6000000000000001,,,,12,,3.4,,0.22,,,,,,,,,,,2013-05-16
10529,13.0,5.0,17.0,4.0,1.0,1.0,1.0,148.0,,2.5,,3.51,,,,,,,,5.0,,,,,,,,,2013-05-17
10530,13.0,5.0,18.0,4.0,1.0,1.0,1.0,192.0,,2.0,,2.5,,,,,,,,5.1,,,,,,,,,2013-05-18
10531,13.0,5.0,19.0,4.0,1.0,1.0,1.0,,,1.6,,,,14,,12,,0.09,,,,,,,,,,,2013-05-19
10532,13.0,5.0,20.0,4.0,1.0,1.0,1.0,,,0.2,,,,,,,,,,3.2,,,,,,,,,2013-05-20
10533,13.0,5.0,21.0,4.0,1.0,1.0,1.0,77.0,,1.7000000000000002,,2.66,,,,,,,,7.5,,,,,,,,,2013-05-21
10534,13.0,5.0,22.0,4.0,1.0,1.0,1.0,,,0.05,3.0,,,4,,4.4,,0.12,,,,,,,,,,,2013-05-22
10535,13.0,5.0,23.0,4.0,1.0,1.0,1.0,79.0,,0.05,3.0,1.16,,,,,,,,1.9,,,,,,,,,2013-05-23
10536,13.0,5.0,24.0,4.0,1.0,1.0,1.0,69.0,,0.1,,2.06,,,,,,,,3.6,,,,,,,,,2013-05-24
10537,13.0,5.0,25.0,4.0,1.0,1.0,1.0,,,0.4,,,,8.8,,2.5,,0.25,,,,,,,,,,,2013-05-25
10538,13.0,5.0,26.0,4.0,1.0,1.0,1.0,,,0.05,3.0,,,,,,,,,3.3,,,,,,,,,2013-05-26
10539,13.0,5.0,27.0,4.0,1.0,1.0,1.0,75.0,,0.8,,1.96,,,,,,,,3.7,,,,,,,,,2013-05-27
10540,13.0,5.0,28.0,4.0,1.0,1.0,1.0,,,0.30000000000000004,,,,13,,2.5,,0.09,,,,,,,,,,,2013-05-28
10541,13.0,5.0,29.0,4.0,1.0,1.0,1.0,57.0,,0.05,3.0,1.55,,,,,,,,2.8,,,,,,,,,2013-05-29
10542,13.0,5.0,30.0,4.0,1.0,1.0,1.0,64.0,,0.1,,1.99,,,,,,,,1.8,,,,,,,,,2013-05-30
10543,13.0,5.0,31.0,4.0,1.0,1.0,1.0,58.0,,0.1,,2.8,,,,,,,,4.8,,,,,,,,,2013-05-31
10544,13.0,6.0,1.0,4.0,1.0,1.0,1.0,,,0.5,,,,10,,11,,0.33,,,,,,,,,,,2013-06-01
10545,13.0,6.0,2.0,4.0,1.0,1.0,1.0,,,0.1,,,,,,,,,,3.4,,,,,,,,,2013-06-02
10546,13.0,6.0,3.0,4.0,1.0,1.0,1.0,116.0,,0.4,,1.21,,,,,,,,5.6,,,,,,,,,2013-06-03
10547,13.0,6.0,4.0,4.0,1.0,1.0,1.0,,,0.2,,,,9.2,,8,,0.23,,,,,,,,,,,2013-06-04
10548,13.0,6.0,5.0,4.0,1.0,1.0,1.0,111.0,,0.7,,1.32,,,,,,,,5.7,,,,,,,,,2013-06-05
10549,13.0,6.0,6.0,4.0,1.0,1.0,1.0,137.0,,0.30000000000000004,,2.27,,,,,,,,5.3,,,,,,,,,2013-06-06
10550,13.0,6.0,7.0,4.0,1.0,1.0,1.0,,,0.1,,,,4.8,,10.4,,0.16,,,,,,,,,,,2013-06-07
10551,13.0,6.0,8.0,4.0,1.0,1.0,1.0,,,0.2,,,,,,,,,,3.4,,,,,,,,,2013-06-08
10552,13.0,6.0,9.0,4.0,1.0,1.0,1.0,109.0,,0.1,,0.8,,,,,,,,4.6,,,,,,,,,2013-06-09
10553,13.0,6.0,10.0,4.0,1.0,1.0,1.0,,,0.5,,,,18,,3.7,,0.13,,,,,,,,,,,2013-06-10
10554,13.0,6.0,11.0,4.0,1.0,1.0,1.0,121.0,,0.2,,1.76,,,,,,,,5.9,,,,,,,,,2013-06-11
10555,13.0,6.0,12.0,4.0,1.0,1.0,1.0,135.0,,0.1,,0.88,,,,,,,,5.4,,,,,,,,,2013-06-12
10556,13.0,6.0,13.0,4.0,1.0,1.0,1.0,,,1.4,,,,3.7,,18,,0.11,,,,,,,,,,,2013-06-13
10557,13.0,6.0,14.0,4.0,1.0,1.0,1.0,,,0.8,,,,,,,,,,2.3,,,,,,,,,2013-06-14
10558,13.0,6.0,15.0,4.0,1.0,1.0,1.0,143.0,,0.1,,1.1400000000000001,,,,,,,,2.9,,,,,,,,,2013-06-15
10559,13.0,6.0,16.0,4.0,1.0,1.0,1.0,,,0.4,,,,4.5,,14,,0.21,,,,,,,,,,,2013-06-16
10560,13.0,6.0,17.0,4.0,1.0,1.0,1.0,129.0,,0.1,,1.58,,,,,,,,7.5,,,,,,,,,2013-06-17
10561,13.0,6.0,18.0,4.0,1.0,1.0,1.0,66.0,,0.05,3.0,1.0,,,,,,,,6.4,,,,,,,,,2013-06-18
10562,13.0,6.0,19.0,4.0,1.0,1.0,1.0,,,0.4,,,,4.2,,9.7,,0.17,,,,,,,,,,,2013-06-19
10563,13.0,6.0,20.0,4.0,1.0,1.0,1.0,,,0.6000000000000001,,,,,,,,,,12.3,,,,,,,,,2013-06-20
10564,13.0,6.0,21.0,4.0,1.0,1.0,1.0,66.0,,0.2,,0.52,,,,,,,,7.3,,,,,,,,,2013-06-21
10565,13.0,6.0,22.0,4.0,1.0,1.0,1.0,,,0.30000000000000004,,,,3.9,,9.3,,0.25,,,,,,,,,,,2013-06-22
10566,13.0,6.0,23.0,4.0,1.0,1.0,1.0,52.0,,0.1,,1.36,,,,,,,,5.0,,,,,,,,,2013-06-23
10567,13.0,6.0,24.0,4.0,1.0,1.0,1.0,58.0,,0.1,,1.55,,,,,,,,5.8,,,,,,,,,2013-06-24
10568,13.0,6.0,25.0,4.0,1.0,1.0,1.0,,,0.2,,,,6,,24,,0.34,,,,,,,,,,,2013-06-25
10569,13.0,6.0,26.0,4.0,1.0,1.0,1.0,,,0.30000000000000004,,,,,,,,,,5.5,,,,,,,,,2013-06-26
10570,13.0,6.0,27.0,4.0,1.0,1.0,1.0,49.0,,0.2,,1.75,,,,,,,,6.6,,,,,,,,,2013-06-27
10571,13.0,6.0,28.0,4.0,1.0,1.0,1.0,,,0.05,3.0,,,3.1,,9.2,,0.33,,,,,,,,,,,2013-06-28
10572,13.0,6.0,29.0,4.0,1.0,1.0,1.0,41.0,,0.6000000000000001,,1.59,,,,,,,,2.6,,,,,,,,,2013-06-29
10573,13.0,6.0,30.0,4.0,1.0,1.0,1.0,47.0,,0.8,,1.36,,,,,,,,3.7,,,,,,,,,2013-06-30
10574,13.0,7.0,1.0,4.0,1.0,1.0,1.0,,,2.1,,,,3.5,,7.4,,0.16,,,,,,,,,,,2013-07-01
10575,13.0,7.0,2.0,4.0,1.0,1.0,1.0,,,0.5,,,,,,,,,,1.6,,,,,,,,,2013-07-02
10576,13.0,7.0,3.0,4.0,1.0,1.0,1.0,4.0,,0.30000000000000004,,1.64,,,,,,,,6.3,,,,,,,,,2013-07-03
10577,13.0,7.0,4.0,4.0,1.0,1.0,1.0,,,0.5,,,,1.2,,19,,0.4,,,,,,,,,,,2013-07-04
10578,13.0,7.0,5.0,4.0,1.0,1.0,1.0,47.0,,0.2,,2.33,,,,,,,,8.9,,,,,,,,,2013-07-05
10579,13.0,7.0,6.0,4.0,1.0,1.0,1.0,79.0,,0.1,,2.32,,,,,,,,6.2,,,,,,,,,2013-07-06
10580,13.0,7.0,7.0,4.0,1.0,1.0,1.0,,,0.2,,,,5.2,,3.4,,0.14,,,,,,,,,,,2013-07-07
10581,13.0,7.0,8.0,4.0,1.0,1.0,1.0,,,0.1,,,,,,,,,,5.5,,,,,,,,,2013-07-08
10582,13.0,7.0,9.0,4.0,1.0,1.0,1.0,29.0,,0.2,,0.68,,,,,,,,7.4,,,,,,,,,2013-07-09
10583,13.0,7.0,10.0,4.0,1.0,1.0,1.0,,,0.6000000000000001,,,,5.3,,3.7,,0.2,,,,,,,,,,,2013-07-10
10584,13.0,7.0,11.0,4.0,1.0,1.0,1.0,46.0,,0.8,,1.43,,,,,,,,9.4,,,,,,,,,2013-07-11
10585,13.0,7.0,12.0,4.0,1.0,1.0,1.0,39.0,,0.2,,1.05,,,,,,,,5.7,,,,,,,,,2013-07-12
10586,13.0,7.0,13.0,4.0,1.0,1.0,1.0,,,0.4,,,,11,,4.4,,0.16,,,,,,,,,,,2013-07-13
10587,13.0,7.0,14.0,4.0,1.0,1.0,1.0,,,0.7,,,,,,,,,,3.3,,,,,,,,,2013-07-14
10588,13.0,7.0,15.0,4.0,1.0,1.0,1.0,33.0,,0.1,,0.85,,,,,,,,4.1,,,,,,,,,2013-07-15
10589,13.0,7.0,16.0,4.0,1.0,1.0,1.0,,,0.05,3.0,,,2.7,,2.5,,0.11,,,,,,,,,,,2013-07-16
10590,13.0,7.0,17.0,4.0,1.0,1.0,1.0,106.0,,0.2,,1.04,,,,,,,,7.3,,,,,,,,,2013-07-17
10591,13.0,7.0,18.0,4.0,1.0,1.0,1.0,77.0,,0.1,,0.61,,,,,,,,4.8,,,,,,,,,2013-07-18
10592,13.0,7.0,19.0,4.0,1.0,1.0,1.0,,,0.1,,,,3.7,,3.4,,0.11,,,,,,,,,,,2013-07-19
10593,13.0,7.0,20.0,4.0,1.0,1.0,1.0,,,0.05,3.0,,,,,,,,,4.4,,,,,,,,,2013-07-20
10594,13.0,7.0,21.0,4.0,1.0,1.0,1.0,19.0,,0.05,3.0,0.46,,,,,,,,5.2,,,,,,,,,2013-07-21
10595,13.0,7.0,22.0,4.0,1.0,1.0,1.0,,,0.05,3.0,,,3,,2,,0.074,,,,,,,,,,,2013-07-22
10596,13.0,7.0,23.0,4.0,1.0,1.0,1.0,48.0,,0.1,,0.5,,,,,,,,1.9,,,,,,,,,2013-07-23
10597,13.0,7.0,24.0,4.0,1.0,1.0,1.0,56.0,,0.2,,1.01,,,,,,,,6.5,,,,,,,,,2013-07-24
10598,13.0,7.0,25.0,4.0,1.0,1.0,1.0,,,0.1,,,,3.2,,4,,0.16,,,,,,,,,,,2013-07-25
10599,13.0,7.0,26.0,4.0,1.0,1.0,1.0,,,0.05,3.0,,,,,,,,,4.7,,,,,,,,,2013-07-26
10600,13.0,7.0,27.0,4.0,1.0,1.0,1.0,42.0,,0.2,,1.23,,,,,,,,4.5,,,,,,,,,2013-07-27
10601,13.0,7.0,28.0,4.0,1.0,1.0,1.0,,,0.2,,,,3.3,,3.3,,0.053,,,,,,,,,,,2013-07-28
10602,13.0,7.0,29.0,4.0,1.0,1.0,1.0,52.0,,0.1,,1.92,,,,,,,,6.0,,,,,,,,,2013-07-29
10603,13.0,7.0,30.0,4.0,1.0,1.0,1.0,29.0,,0.1,,1.52,,,,,,,,6.4,,,,,,,,,2013-07-30
10604,13.0,7.0,31.0,4.0,1.0,1.0,1.0,43.0,,0.2,,2.57,,,,,,,,12.9,,,,,,,,,2013-07-31
10605,13.0,8.0,1.0,4.0,1.0,1.0,1.0,,,0.1,,,,5.3,,4.9,,0.055,,,,,,,,,,,2013-08-01
10606,13.0,8.0,2.0,4.0,1.0,1.0,1.0,,,0.7,,,,,,,,,,7.8,,,,,,,,,2013-08-02
