date,TSP,SO2,SO4,NO2,YY,MM,TSP_resid,SO2_resid,SO4_resid,NO2_resid
1999-12-01,11.0,1.1258064516129034,2.9375,2.1049999999999995,99,12,-1.3338863857367187,1.078319092328491,0.22782920651727023,1.1006784048991527
1999-01-01,11.866666666666667,2.3061290322580645,3.075,8.08,99,1,0.5433380725239847,-0.32516826063964627,0.04798912750397788,-0.6665096649000893
1999-02-01,16.5,4.919230769230769,3.284615384615385,3.938888888888888,99,2,0.00990793967171788,0.45968176611342143,-0.15674753285901,0.5249573654388573
1999-03-01,19.75,1.4741935483870965,3.006249999999999,4.166666666666666,99,3,0.24755518985260228,1.04584846274766,0.002627759622386039,0.3010919465558728
1999-04-01,44.53333333333333,0.645,2.283333333333333,2.7499999999999996,99,4,0.2257837091874615,0.1485272096351543,-0.13019609914415997,0.09974424114411362
1999-05-01,35.3125,0.482258064516129,1.7937499999999997,1.4619047619047618,99,5,0.5633050324310576,-0.05212508331803506,-0.2793782156138862,0.12198632470866488
1999-06-01,32.857142857142854,0.5775862068965519,2.073333333333333,1.405,99,6,-0.16289725420770473,0.6051857463526232,-0.026338497903793057,-0.21354491316575935
1999-07-01,33.8,0.12741935483870964,5.1066666666666665,2.085,99,7,0.24164261132867937,0.8452725130156372,0.11711653032586111,0.17043478754088295
1999-08-01,24.666666666666668,0.09838709677419352,1.6133333333333337,2.705263157894737,99,8,0.296118148073536,-0.12880994070338136,1.3777095418940082,0.016767490539178143
1999-09-01,24.25,0.16071428571428575,1.7208333333333334,2.9222222222222225,99,9,0.08409041113052318,-0.1802279087776708,-0.689195030654847,0.7313714367294932
1999-10-01,14.357142857142858,0.4741935483870967,1.7156250000000002,2.695238095238095,99,10,0.0600005338421421,-0.0860826052269601,-0.08264587755326769,0.2045961398375331
1999-11-01,4.916666666666667,2.566666666666667,1.7666666666666666,4.735,99,11,0.04504655612432673,0.44359495144521166,-0.02490995564191756,-0.11388073593199266
2000-12-01,11.64516129032258,0.26612903225806456,1.929032258064516,7.3100000000000005,0,12,-0.853293096706979,0.9741948389253413,-0.21932934082213296,0.11946505216154013
2000-01-01,18.8,1.5806451612903225,3.813333333333334,2.447619047619047,0,1,0.3545611077706283,-1.9601036541113288,-0.16095424436658412,1.0671753989858144
2000-02-01,18.785714285714285,0.398076923076923,2.0285714285714285,1.9235294117647062,0,2,0.3891259397324669,0.4101946827300168,0.4038640753105829,-1.3746315473330837
2000-03-01,14.0,0.3532258064516129,2.1875,1.2999999999999998,0,3,0.15333778833655476,-1.535571126838406,-0.524452969230601,-0.27313696860213255
2000-04-01,45.733333333333334,0.9683333333333335,3.4733333333333336,1.9052631578947365,0,4,-0.2703744960512515,-0.4564934860579035,-0.1742811638959938,-0.8370972953968663
2000-05-01,34.4,0.24516129032258052,1.575,1.9809523809523806,0,5,0.5422702380375011,0.9200419050865638,0.475076467116496,0.1914055927217332
2000-06-01,29.933333333333334,0.515,0.9533333333333335,2.1700000000000004,0,6,-0.2337601926908479,-0.19066226468385583,-0.2894223578959995,0.5374311573321634
2000-07-01,29.6875,0.13548387096774192,1.4249999999999998,1.3857142857142857,0,7,0.07986933699970544,0.9370928559442337,-0.5436185010219572,0.6052713417343341
2000-08-01,15.46875,0.42580645161290337,1.21875,3.0095238095238095,0,8,0.11911866119896342,0.0955025581952258,0.1531219780813436,-0.46765219031967153
2000-09-01,18.066666666666666,0.13666666666666663,1.0333333333333332,3.8049999999999997,0,9,-0.38481756524980915,1.3908391292432194,-0.103818083076535,0.7557683879785475
2000-10-01,17.8125,0.1833333333333332,2.5625,4.07,0,10,-0.12094154380041111,-0.6562709382640994,-0.23157050907612392,0.4676788790539249
2000-11-01,14.466666666666667,0.26,3.0249999999999995,5.86,0,11,0.3617347307160905,-0.47674090164733585,0.69799909172646,0.34158896579832554
2001-12-01,11.64516129032258,0.26612903225806456,1.929032258064516,7.3100000000000005,1,12,0.29140784833134337,-1.078127707303034,0.29322578445116776,0.2245333770273319
2001-01-01,13.868421052631579,0.3548387096774193,2.947368421052632,6.310000000000002,1,1,0.014042184948172665,-0.8177430263339156,-0.3923206254871162,0.5125197278598326
2001-02-01,26.31578947368421,0.9053571428571429,2.636842105263158,4.742105263157894,1,2,-0.022496783617476535,-0.9895228332826531,0.019345736856319462,0.13619679878197632
2001-03-01,19.11111111111111,0.37741935483870975,2.233333333333333,4.514999999999999,1,3,0.5051989298917854,0.16214685584302024,0.007274406890538598,0.40426103309746986
2001-04-01,49.3,0.23999999999999994,4.995,3.5149999999999997,1,4,-0.061304728904071126,-0.42758026246419845,-0.20006991457821344,0.331088573695528
2001-05-01,28.7,0.24499999999999986,1.3526315789473684,2.345,1,5,0.41518900378195633,-0.4776929276173544,0.6902060653130788,0.11379253586849258
2001-06-01,26.85,0.3399999999999999,1.7200000000000002,2.505,1,6,-0.4838304798131028,0.459509966175609,-0.5477242659036989,-0.02266844152316916
2001-07-01,38.5,0.1483870967741935,1.4533333333333334,2.112,1,7,-0.052739611700975075,0.5737786489903618,0.21144243406895735,0.13233014993157433
2001-08-01,14.2,0.06612903225806452,1.4133333333333333,3.590909090909091,1,8,0.3505156014671402,0.4876509807081977,0.12116539245609914,-0.2493915531630061
2001-09-01,5.5,0.07,1.4000000000000001,3.9157894736842103,1,9,-0.5424417836615465,-0.5185064008965221,-0.10086227423710215,0.2968946371176384
2001-10-01,17.8125,0.31451612903225806,2.5625,4.423809523809523,1,10,-1.323514872753523,-0.4226771989789877,0.03860736990433722,0.020605566443175682
2001-11-01,14.466666666666667,0.26,3.0249999999999995,5.86,1,11,0.6375461635737159,0.5819725490185361,0.4085281661537308,0.05063519776024905
2002-12-01,8.8125,2.2193548387096778,4.99375,11.890476190476189,2,12,0.31565761509906265,-0.889599235796593,0.17037807560417295,-0.07528667327523908
2002-01-01,22.5625,0.6535714285714287,2.9937499999999995,6.621052631578948,2,1,-0.2175031995845198,1.6120270085304826,0.6204978156600469,0.7033805515703828
2002-02-01,23.76923076923077,0.3749999999999998,2.0615384615384618,4.664705882352941,2,2,0.5924261475948516,-0.801953895697146,-0.37274996774239133,-0.2625799408878158
2002-03-01,25.4375,0.40967741935483865,2.19375,6.073684210526315,2,3,0.2659758061494797,-0.8587932604055455,-0.44307221930613183,0.0397178097403974
2002-04-01,43.13333333333333,1.1666666666666665,3.019999999999999,5.159999999999999,2,4,0.2768943905745571,0.08962793686696935,-0.08342665991391163,0.31400231377216103
2002-05-01,27.9375,0.16290322580645167,1.553125,4.121052631578947,2,5,0.17521654149367594,1.2360814229943315,0.17589005989054252,0.23839706575481778
2002-06-01,33.0,0.13399999999999995,0.9999999999999998,3.570000000000001,2,6,-0.42398231721130797,-0.47767018920218574,-0.0932713979639418,0.3076569744462996
2002-07-01,34.785714285714285,0.11935483870967743,1.714285714285714,4.109523809523809,2,7,0.17429557020628694,-0.2679489611797874,-0.4632079280873306,0.12498507170653372
2002-08-01,33.0625,0.24354838709677412,3.44375,5.45909090909091,2,8,0.15999140410338875,0.5677282395905641,0.5297218888079566,0.13849437845837587
2002-09-01,48.333333333333336,0.1449999999999999,7.673333333333333,5.465,2,9,0.380340570947177,1.0003638074132968,0.8050591659220294,0.2478995050150139
2002-10-01,14.875,0.15322580645161285,1.4374999999999996,4.575,2,10,0.7352509655182708,-0.02202647545087788,1.240130670475461,-0.0036636906513602963
2002-11-01,7.066666666666666,0.44000000000000006,1.5733333333333333,6.025000000000001,2,11,-0.31847514232627194,-0.4511067522308414,-1.1014323153014645,-0.2680406849359236
2003-12-01,8.8125,2.2193548387096778,4.99375,11.890476190476189,3,12,-0.6027442905289149,-0.00012983124375698374,-0.4021448272538453,-0.2616626955385355
2003-01-01,20.9375,1.5193548387096778,3.5812500000000003,5.013636363636363,3,1,-0.1682803727253086,1.2282739768518116,0.834437224946609,0.32023620329882707
2003-02-01,9.785714285714286,2.392857142857143,3.614285714285714,10.616666666666667,3,2,0.34589307062348107,0.14686471152370761,-0.05358899136997941,-0.6411046980341029
2003-03-01,30.875,1.5225806451612904,3.7125,6.782608695652174,3,3,-0.7259604871797056,0.8114137858798316,0.11843822203619814,0.8190820932966536
2003-04-01,33.13333333333333,1.2233333333333336,4.680000000000001,4.383333333333334,3,4,0.6227552013477808,0.7061767297344381,0.12079264394191047,-0.03179419779056847
2003-05-01,44.875,1.1258064516129034,2.3125,4.533333333333333,3,5,-0.17109323631883466,0.5552855122368355,0.3348045024736832,-0.19072448826635835
2003-06-01,30.6,0.20499999999999993,0.817857142857143,5.180000000000001,3,6,0.15014875689713358,1.3580977483518892,-0.05889613719836295,0.21648152833360323
2003-07-01,30.9375,0.182258064516129,2.7875000000000005,3.525000000000001,3,7,-0.05901230705128713,-0.6235697194354134,-0.8134148256970236,0.3266149533443743
2003-08-01,34.25,0.10645161290322583,1.2187500000000002,4.1952380952380945,3,8,0.013293641315418547,0.5630369960780279,0.9462221121988101,-0.308701741308391
2003-09-01,18.428571428571427,0.35666666666666663,2.0214285714285714,5.552631578947368,3,9,0.38543033014009875,-0.31715277697514943,-0.6311581579494249,-0.1283534886716
2003-10-01,14.875,0.15322580645161285,1.4374999999999996,4.575,3,10,-0.329146410139757,0.9594697566369665,0.12713819070076904,0.016968072738660522
2003-11-01,7.066666666666666,0.44000000000000006,1.5733333333333333,6.025000000000001,3,11,-0.015779070335273815,-0.8756884261925322,-0.06910600751305346,-0.24801808255998825
2004-12-01,11.076923076923077,0.7419354838709677,2.7384615384615385,11.890476190476189,4,12,-0.48280429147867765,-0.19368352339828632,-0.14374773725631068,-0.24161644656571823
2004-01-01,12.4375,2.1290322580645165,3.2187500000000004,7.995238095238094,4,1,0.12936483868479032,-0.21504476304956716,0.18741477778350535,0.2527471072507619
2004-02-01,21.0,3.337931034482759,3.2499999999999996,11.9,4,2,-0.23167354879343316,0.675545175728902,0.09123615877856128,-0.05688256078352394
2004-03-01,26.066666666666666,0.874193548387097,1.4733333333333336,9.556521739130437,4,3,0.28915431203094233,0.7940456715346007,0.06224039357420774,0.5369014860543642
2004-04-01,17.285714285714285,1.4900000000000004,1.3142857142857145,4.4350000000000005,4,4,0.22403530946885564,-0.18905161482970137,-0.7566072149932835,0.23594351053837048
2004-05-01,26.9375,0.18387096774193537,1.8875000000000002,4.0137931034482754,4,5,-0.7586971315149635,0.7381529679760706,-0.4987655526060906,-0.2971372693804293
2004-06-01,32.61538461538461,0.21730769230769229,0.9000000000000001,6.099999999999999,4,6,-0.1734907642024237,-0.8114451398135439,0.5218382706681712,-0.03712587822808522
2004-07-01,17.53846153846154,0.144,1.5769230769230769,3.953333333333333,4,7,0.21914003395483928,0.04459151948446438,-0.34977016296553237,0.3748974962049658
2004-08-01,14.375,0.33999999999999997,1.5875000000000001,3.0142857142857142,4,8,-0.48538321082477287,0.19587080100518905,0.2961524367296551,-0.21909069520872082
2004-09-01,17.0,0.22999999999999995,1.6615384615384612,2.3549999999999995,4,9,-0.2786260122634605,0.9324864642647885,0.18443739825436378,-0.5082948875237105
2004-10-01,4.3076923076923075,0.23548387096774182,0.676923076923077,3.558333333333333,4,10,-0.00954013319012148,-0.040475329948842065,0.07752897982365092,-0.7956029367683332
2004-11-01,8.071428571428571,0.42666666666666664,1.757142857142857,2.285,4,11,-1.0664045940762739,-0.24329138355171942,-0.8930251199108828,-0.18727909446667002
2005-12-01,11.076923076923077,0.7419354838709677,2.7384615384615385,11.890476190476189,5,12,0.21827992238779292,-0.3975922222213307,0.36414422230478183,-1.0199963832113539
2005-01-01,9.833333333333334,1.2903225806451613,1.0999999999999999,7.995238095238094,5,1,0.30593250535900474,-0.23748219772699192,0.35378471542325407,0.6340433667156957
2005-02-01,18.714285714285715,3.3928571428571423,3.6857142857142855,7.436842105263159,5,2,-0.24956762579936465,0.026927978433892108,-0.970610139953846,0.07252346171570734
2005-03-01,23.533333333333335,1.2774193548387098,2.228666666666667,3.488235294117647,5,3,0.38743444040656216,0.8250403779013615,0.7861354571773855,0.141258411398268
2005-04-01,36.30769230769231,1.2111111111111112,3.123076923076923,4.4111111111111105,5,4,0.3052076239254955,0.1759877662137913,-0.06516901752035964,-0.5484716868989123
2005-05-01,46.6875,0.23064516129032256,2.01875,2.3857142857142857,5,5,0.2513000971668875,0.2665756329107464,0.32192450999132727,0.2475616852231144
2005-06-01,25.0,0.22666666666666663,1.3933333333333333,2.760869565217392,5,6,0.3249912765472769,-0.4496202262101252,0.05236946375939677,-0.30176158269389797
2005-07-01,23.9375,0.19193548387096765,1.1662500000000002,3.076190476190477,5,7,-0.15341220888770435,-0.03431543094276268,-0.07528310546297323,-0.11169020481602354
2005-08-01,16.642857142857142,0.2903225806451612,1.2242857142857144,3.3950000000000005,5,8,-0.01865698831106144,0.3999224228742393,-0.1218207061196443,0.051090633759019344
2005-09-01,22.866666666666667,0.37413793103448273,2.143333333333333,5.145000000000001,5,9,-0.15161126506778722,0.5077873061455875,-0.0991778014405989,0.06915995682255471
2005-10-01,8.6875,0.7758620689655176,2.2862500000000003,5.823809523809524,5,10,0.2606741343563477,0.4561576416542594,0.5053105668137662,0.3757549632165196
2005-11-01,11.933333333333334,0.41333333333333316,2.7526666666666673,5.735,5,11,-0.34309078627037026,0.7684938103156477,0.42362302569752797,0.2603138012117283
2006-12-01,11.076923076923077,0.7419354838709677,2.7384615384615385,11.890476190476189,6,12,0.3591978586267408,-0.8526427428297012,0.1149302677396915,0.03329603055575303
2006-01-01,10.071428571428571,3.246774193548387,1.941875,9.58181818181818,6,1,0.08796237999371437,-0.2941762992237614,-0.06692137630665607,0.23188341870418228
2006-02-01,23.076923076923077,4.314285714285714,7.563076923076924,7.436842105263159,6,2,-0.29443784424448705,0.8530728869643065,-0.2598356267919447,0.16278872078999473
2006-03-01,20.071428571428573,2.286666666666666,2.8200000000000003,5.373333333333333,6,3,0.46761477714174804,0.5440480177155231,1.095803001653078,0.04116591145049209
2006-04-01,23.416666666666668,0.7866666666666666,3.7183333333333337,4.52,6,4,-0.023260258889212793,0.5330454178592792,-0.36962058864865877,-0.03975409639681371
2006-05-01,37.888888888888886,0.49516129032258066,1.96,4.266666666666666,6,5,-0.2496316762593409,-0.5246524254842688,0.13831823941421972,-0.009531490022054667
2006-06-01,13.666666666666666,0.37857142857142856,3.038888888888889,4.214285714285714,6,6,0.15046920541407127,0.3898251972291449,-0.03181294557562675,0.24874089454950155
2006-07-01,22.444444444444443,0.2,1.439,4.978571428571429,6,7,-0.7038076746663564,0.1031322828412714,0.6654112913028487,0.09225949298534042
2006-08-01,32.142857142857146,0.49677419354838703,3.0414285714285714,2.9619047619047616,6,8,0.09255993172677002,0.07378425767405239,-0.27221724652713025,0.23248040709260698
2006-09-01,14.933333333333334,0.3,1.6953333333333336,4.395833333333333,6,9,0.5813897922819975,0.8169595307564155,0.6400858130888388,-0.4357609559193456
2006-10-01,10.3125,0.47166666666666673,2.0975,3.7050000000000005,6,10,-0.3459403650311126,-0.1532590626049275,-0.3282477456973605,-0.05108778539813219
2006-11-01,18.571428571428573,0.5310344827586206,2.219285714285714,6.373684210526316,6,11,-0.02475024801750747,0.09411397041000003,0.11288764417615493,-0.34418772612347137
2007-12-01,7.611111111111111,1.4870967741935481,2.3899999999999997,6.910000000000001,7,12,0.7346726333564444,-0.45037782633018286,-0.01431544261585882,0.10437189760328769
2007-01-01,6.875,0.780967741935484,1.2706249999999997,5.919354838709679,7,1,-0.42291139114953014,0.24212041499813253,-0.05824418951505583,-0.38165002319958297
2007-02-01,15.428571428571429,4.910714285714286,1.5,12.896296296296295,7,2,-0.5655488198928991,-1.0422563354599728,-0.7198819986070941,-0.20728428102750773
2007-03-01,21.6,1.5096774193548383,1.89125,5.846666666666668,7,3,0.1337802764453535,0.9673653789884553,-0.38650818875670134,0.7793901213805632
2007-04-01,17.6,1.1133333333333333,1.1793333333333333,3.2333333333333325,7,4,0.20218902058819932,-0.07193749489386769,0.14903252438928016,-0.11377161209817377
2007-05-01,52.55555555555556,0.8159999999999998,1.375,3.3148148148148153,7,5,-0.47508084882759594,-0.03700774936253763,-0.5765699163312918,-0.3553994954315014
2007-06-01,15.7,0.6599999999999999,1.178,4.606666666666667,7,6,0.5928289432676301,0.6603044031988339,0.25037290317257377,0.024035854302054904
2007-07-01,27.952380952380953,0.37483870967741933,1.2447619047619047,4.219354838709678,7,7,-0.5309553479355285,0.40450162039012083,-0.054519343277073945,0.2674279807894131
2007-08-01,15.833333333333334,0.538,5.048333333333333,3.3677419354838714,7,8,0.2916703106844256,0.4165595486110514,0.13868185935647984,0.03966013710355831
2007-09-01,15.833333333333334,0.5106666666666665,1.5758333333333336,4.247058823529411,7,9,-0.23335484622181335,0.471226082419935,1.2454355727629198,-0.1307692077006377
2007-10-01,17.0,0.33217391304347826,1.6046153846153843,4.73529411764706,7,10,-0.045607119752494096,0.2558181491596686,-0.4712854332374119,-0.05207487402831812
2007-11-01,5.0,0.9033333333333332,1.3739999999999999,5.970000000000001,7,11,0.5112781581095573,-0.567402753752647,-0.08393686355246915,0.025137164470607543
2008-12-01,7.611111111111111,1.4870967741935481,2.3899999999999997,6.910000000000001,8,12,-0.7576908497089019,0.1376349503504846,-0.30733786016273,-0.04741506931879913
2008-01-01,18.133333333333333,2.37741935483871,2.5313333333333334,7.905263157894736,8,1,0.006782710231266531,-0.08222621600482083,0.23637722184429766,-0.26260559919877813
2008-02-01,13.533333333333333,1.2655172413793108,1.2633333333333332,6.978947368421053,8,2,0.5578152003646508,0.0888536943064906,0.16695432823288114,0.14045798838397405
2008-03-01,11.6875,0.7322580645161293,1.585,4.133333333333333,8,3,-0.21152539286756689,-1.0204481606616014,-0.6512997651483972,-0.08117655600486984
2008-04-01,41.8,1.15,2.4459999999999997,5.427777777777777,8,4,-0.3892377427136231,-0.45957693368778707,-0.0729004147234536,-0.26281784344869763
2008-05-01,29.625,0.5366666666666666,3.4506250000000005,3.210344827586207,8,5,0.632095137835027,0.16292996385402223,0.40802499350109056,0.39080529714026735
2008-06-01,30.533333333333335,0.34166666666666673,1.5699999999999998,3.504761904761904,8,6,-0.23769041625919307,0.08298932715375107,0.7985282435407433,-0.10399857582134975
2008-07-01,23.6875,0.39999999999999997,1.079375,3.9047619047619033,8,7,0.3425082688410459,-0.21838294213198084,-0.18114808553299944,-0.03539244085276949
2008-08-01,28.0,0.47884615384615387,1.4434615384615381,3.011764705882353,8,8,-0.06953298562549826,0.6175858860531349,-0.31830555523562387,0.075729699723311
2008-09-01,18.733333333333334,0.9448275862068967,2.007333333333334,4.184210526315789,8,9,0.38541667680611713,0.2561562996245432,-0.07773067312993459,-0.19211875888385177
2008-10-01,12.9375,0.9806451612903226,2.18875,4.605263157894737,8,10,-0.05083110028853177,0.8625120700850301,0.44213222335738944,0.01632145821773423
2008-11-01,5.0,0.9033333333333332,1.3739999999999999,5.970000000000001,8,11,0.08673799488906564,0.3637489591455914,0.30818643554559244,0.013924580282663301
2009-12-01,35.625,0.8612903225806451,1.738125,6.10952380952381,9,12,-0.6607266854807048,-0.2931469065118473,-0.431922824473683,0.016910571743613323
2009-01-01,15.3125,2.943666666666667,3.3525000000000005,6.75,9,1,1.5175930623271334,-0.6891758591175453,-0.1580732116228275,-0.3291825340147889
2009-02-01,15.0,4.857142857142857,2.6000000000000005,4.58,9,2,-0.15317752800235507,0.41403302437341316,0.49587297895524873,0.011616583120776847
2009-03-01,21.933333333333334,1.4132258064516128,2.8106666666666666,6.133333333333334,9,3,-0.18075947577138907,0.3400330493625323,0.0025694912330310737,-0.3311694521087165
2009-04-01,33.4,2.083333333333333,2.048666666666666,6.005000000000001,9,4,0.13279653125154622,-0.2628515614114381,0.15945034126904445,0.36264644016976644
2009-05-01,56.125,0.5193103448275861,0.97375,4.899999999999999,9,5,0.04811222715382746,0.4078597204551936,-0.3063391872892417,0.3360956360388747
2009-06-01,27.0,0.22586206896551728,0.626,2.71,9,6,0.34441742433236255,-0.2855507440121593,-0.5458796512053824,0.3395512555402611
2009-07-01,24.615384615384617,0.22096774193548377,0.8507692307692307,3.223809523809524,9,7,-0.11798491287492752,-0.7241326595583617,-0.4354532037058933,-0.389612780790069
2009-08-01,21.4,0.2819354838709677,0.6225,3.6238095238095234,9,8,-0.13836190930521486,-0.03635539955387124,0.1562482398163831,-0.06440620465103963
2009-09-01,11.466666666666667,0.3158620689655171,0.712,3.125,9,9,-0.05786239573744956,-0.20159186816637908,-0.469665140343763,0.08170140689305394
2009-10-01,9.0,0.24884615384615374,0.38,4.7333333333333325,9,10,-0.5717921590747901,-0.23647883663577618,-0.26272351536541727,-0.3248103375736755
2009-11-01,8.071428571428571,0.14933333333333326,1.6164285714285715,4.479999999999999,9,11,-0.22127035734846867,-0.7234616052014458,-0.8567102945946661,0.13726154254989154
2010-12-01,18.1875,1.77741935483871,3.22625,14.076190476190474,10,12,-0.045714390824942,-1.5827765839950598,0.8065510578851289,-0.2570091756445523
2010-01-01,31.5,2.4774193548387093,3.3525000000000005,11.038095238095238,10,1,0.5492833985411658,0.7985095553210771,0.7209500227392649,0.6607811812226179
2010-02-01,41.38461538461539,1.732142857142857,3.8876923076923076,5.2941176470588225,10,2,0.741473917619099,0.038078887747787116,0.18728602852693133,0.27501746065778354
2010-03-01,67.0,1.003225806451613,3.411875,5.052380952380953,10,3,0.6514546232095051,-0.603586049389541,0.27726324993694496,-0.33412802670768427
2010-04-01,111.78571428571429,0.925925925925926,2.572857142857143,4.936842105263158,10,4,0.8924967930647361,-0.13576224272365506,0.1643801045765061,-0.05401338553728108
2010-05-01,122.125,0.36612903225806454,4.291874999999999,3.4428571428571426,10,5,0.8045205439501357,-0.22978715026162955,-0.053972910647483,0.08779470136380518
2010-06-01,71.73333333333333,0.16000000000000003,2.529333333333333,3.5629629629629638,10,6,0.5416145889757624,-0.2000044933075792,1.0518734397070149,-0.0716228073392553
2010-07-01,120.0,0.5066666666666667,2.2159375000000003,5.267741935483872,10,7,0.3802914261277719,-0.714652764360965,0.26330994166211186,0.04835627461466663
2010-08-01,139.46666666666667,0.6112903225806453,6.425333333333334,5.523809523809523,10,8,0.8783779672741998,1.0599744358568186,0.1754033985636525,0.3643786012123913
2010-09-01,85.78571428571429,0.382,0.9389285714285716,6.045,10,9,1.0180531181386328,0.45335278124423845,1.2496557079361652,0.2874732988822304
2010-10-01,35.285714285714285,0.48965517241379314,0.9179999999999999,6.67,10,10,0.5217038384464399,-0.18027594056065877,-1.157040611634145,0.18792264267410363
2010-11-01,21.357142857142858,0.6679999999999999,1.4942857142857144,5.411764705882353,10,11,0.05348037374884962,0.05338714350908791,-0.2388942171263967,0.13794974223182188
2011-12-01,18.1875,1.77741935483871,3.22625,14.076190476190474,11,12,-0.08678844013397224,-0.05326836868188595,0.018762832495543058,-0.283161104388846
2011-01-01,17.0625,2.1000000000000005,3.0118750000000007,10.247619047619049,11,1,-0.4442032827751268,0.19924855759845128,0.45833275405532115,0.29124338986728215
2011-02-01,12.23076923076923,3.935714285714286,2.376153846153847,10.813333333333333,11,2,-0.5986151524075147,-0.1585349600435616,0.09597524268470936,0.0010861884037431935
2011-03-01,45.666666666666664,0.9806451612903226,1.8219999999999998,7.0,11,3,-1.0331847457516412,0.3294441728023376,-0.23076235456335015,0.3072693206519119
2011-04-01,73.06666666666666,0.76,2.512666666666667,6.23,11,4,0.3092534809945602,-0.4463301535978181,-0.24469246993513882,-0.035741738044919424
2011-05-01,91.5625,0.5177419354838712,2.2937499999999997,4.571428571428571,11,5,0.0833260254121484,-0.43674121608256217,0.22310017907658863,0.06749441768689968
2011-06-01,49.1,0.5295454545454545,1.4789999999999999,4.685714285714285,11,6,0.0602914666931369,0.19736732525425482,0.20858472861323452,0.007005245379844149
2011-07-01,72.0,0.7304347826086957,0.9324999999999998,3.2133333333333334,11,7,-0.15630718044676462,0.4197290004199141,-0.0860580758660634,0.02051305804761161
2011-08-01,55.75,0.4035714285714285,2.3112500000000002,5.1421052631578945,11,8,0.23234290021370185,0.8201515631488356,-0.3590314070817507,-0.46012342149246144
2011-09-01,75.0,0.2368333333333333,3.7866666666666666,5.430000000000001,11,9,0.03739703609656253,-0.23811794169506229,0.4260014281374387,0.1692494887549909
2011-10-01,27.333333333333332,0.7386538461538462,6.175,7.838095238095238,11,10,0.5436743482229112,-0.5862976648787777,1.0045446733286125,-0.05061049491706959
2011-11-01,27.76923076923077,0.5727272727272728,1.7792857142857146,7.575,11,11,-0.1559351421301698,0.5480811485587476,1.002962563170463,0.24922408545429908
2012-12-01,18.1875,1.77741935483871,3.22625,14.076190476190474,12,12,0.2800457189490775,-0.399537648104349,-0.800695151990934,-0.026876419364409543
2012-01-01,15.0625,1.6129032258064513,4.099374999999999,10.633333333333335,12,1,-0.44187960743811505,0.15907375617747432,0.15309250428827692,0.11874685757549308
2012-02-01,17.642857142857142,3.9137931034482762,4.477857142857142,8.221052631578948,12,2,-0.652174199798051,-0.4602764594371708,0.3579683632274402,-0.023313768560686565
2012-03-01,44.8125,1.1129032258064515,2.9306666666666663,7.828571428571429,12,3,-0.5180132737140997,0.3169964353072341,0.3120870546090415,-0.13536846252229218
2012-04-01,82.4,0.35666666666666663,2.097333333333333,4.465,12,4,0.17065675973300243,-0.30243154110598397,-0.09002100453630968,0.10881623115703043
2012-05-01,141.0,0.3758064516129031,1.4512500000000002,3.3666666666666667,12,5,0.19009714846057957,-1.221195949683635,-0.3498816620607802,-0.3328035990857545
2012-06-01,79.4,0.21666666666666665,1.776,2.6550000000000002,12,6,0.44188296332058563,0.0719796474008596,-0.12045918486205837,-0.22530204371023133
2012-07-01,56.4375,0.2338709677419353,1.510625,3.5714285714285716,12,7,0.19431013335075242,-0.43113071314898876,0.38115114863929755,-0.4438796411848063
2012-08-01,30.875,0.11833333333333336,1.0934374999999998,4.8050000000000015,12,8,-0.2247393680567491,-0.11573428566666766,0.14435835169469846,-0.020900899210179347
2012-09-01,18.0,0.4034482758620689,1.141333333333333,3.4,12,9,-0.5645860703048151,-1.0040394185990502,-0.48031884423327076,0.14564104980368198
2012-10-01,35.6875,0.49516129032258055,1.3975000000000002,4.3238095238095235,12,10,-0.8137901137130581,0.5237353176815112,-0.2566274083752986,-0.41314933795005704
2012-11-01,9.066666666666666,0.46666666666666673,1.127,5.48,12,11,0.5471002378630554,0.0002055288077670303,-0.0010212465144708305,-0.15708263072660222
2013-12-01,18.1875,1.77741935483871,3.22625,14.076190476190474,13,12,-0.8400361864448085,-0.3269078496823024,-0.25395779357591425,-0.07433210969234616
2013-01-01,25.5,3.05483870967742,3.21125,10.861904761904762,13,1,0.00730510437673626,0.3039644312146429,0.601577667005748,0.37905632239906195
2013-02-01,23.615384615384617,3.025,3.176923076923077,9.333333333333334,13,2,0.08821854516137329,0.33497407285933245,0.12737629050758037,0.15577934751940825
2013-03-01,39.875,3.2967741935483867,1.2893750000000002,8.430000000000001,13,3,-0.19841890555315,-0.11611343670471874,0.009812069361127662,0.15900182809914076
2013-04-01,47.0,0.8649999999999999,1.3716666666666666,6.278947368421053,13,4,0.030101950863345994,0.9746665421772738,-0.7233709432595111,0.2261609782644003
2013-05-01,98.125,0.6290322580645163,2.195,4.194117647058824,13,5,-0.30674031286952097,-0.48812079407624975,-0.2059227583197824,0.12537827861747797
2013-06-01,92.0,0.33666666666666667,1.3393333333333333,5.3599999999999985,13,6,0.254931308055971,0.2897242769030283,0.6678204524834213,-0.022402672957708925
2013-07-01,46.8125,0.2854838709677418,1.3225,5.8571428571428585,13,7,0.5189131058516745,-0.1258275484164324,-0.10360846861721068,0.27882460048375846
2013-08-01,33.6875,0.31129032258064504,1.6400000000000003,4.942857142857142,13,8,-0.32737748095247676,-0.08596341920575101,0.043314068326624156,0.19704807357516496
